,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Emarked
571,1,1,0,53.0,2,0,51.4792,S,1
572,1,1,1,36.0,0,0,26.3875,S,1
573,1,3,0,28.0,0,0,7.75,Q,3
574,0,3,1,16.0,0,0,8.05,S,1
575,0,3,1,19.0,0,0,14.5,S,1
576,1,2,0,34.0,0,0,13.0,S,1
577,1,1,0,39.0,1,0,55.9,S,1
578,0,3,0,28.0,1,0,14.4583,C,2
579,1,3,1,32.0,0,0,7.925,S,1
580,1,2,0,25.0,1,1,30.0,S,1
581,1,1,0,39.0,1,1,110.8833,C,2
582,0,2,1,54.0,0,0,26.0,S,1
583,0,1,1,36.0,0,0,40.125,C,2
584,0,3,1,28.0,0,0,8.7125,C,2
585,1,1,0,18.0,0,2,79.65,S,1
586,0,2,1,47.0,0,0,15.0,S,1
587,1,1,1,60.0,1,1,79.2,C,2
588,0,3,1,22.0,0,0,8.05,S,1
589,0,3,1,28.0,0,0,8.05,S,1
590,0,3,1,35.0,0,0,7.125,S,1
591,1,1,0,52.0,1,0,78.2667,C,2
592,0,3,1,47.0,0,0,7.25,S,1
593,0,3,0,28.0,0,2,7.75,Q,3
594,0,2,1,37.0,1,0,26.0,S,1
595,0,3,1,36.0,1,1,24.15,S,1
596,1,2,0,28.0,0,0,33.0,S,1
597,0,3,1,49.0,0,0,0.0,S,1
598,0,3,1,28.0,0,0,7.225,C,2
599,1,1,1,49.0,1,0,56.9292,C,2
600,1,2,0,24.0,2,1,27.0,S,1
601,0,3,1,28.0,0,0,7.8958,S,1
602,0,1,1,28.0,0,0,42.4,S,1
603,0,3,1,44.0,0,0,8.05,S,1
604,1,1,1,35.0,0,0,26.55,C,2
605,0,3,1,36.0,1,0,15.55,S,1
606,0,3,1,30.0,0,0,7.8958,S,1
607,1,1,1,27.0,0,0,30.5,S,1
608,1,2,0,22.0,1,2,41.5792,C,2
609,1,1,0,40.0,0,0,153.4625,S,1
610,0,3,0,39.0,1,5,31.275,S,1
611,0,3,1,28.0,0,0,7.05,S,1
612,1,3,0,28.0,1,0,15.5,Q,3
613,0,3,1,28.0,0,0,7.75,Q,3
614,0,3,1,35.0,0,0,8.05,S,1
615,1,2,0,24.0,1,2,65.0,S,1
616,0,3,1,34.0,1,1,14.4,S,1
617,0,3,0,26.0,1,0,16.1,S,1
618,1,2,0,4.0,2,1,39.0,S,1
619,0,2,1,26.0,0,0,10.5,S,1
620,0,3,1,27.0,1,0,14.4542,C,2
621,1,1,1,42.0,1,0,52.5542,S,1
622,1,3,1,20.0,1,1,15.7417,C,2
623,0,3,1,21.0,0,0,7.8542,S,1
624,0,3,1,21.0,0,0,16.1,S,1
625,0,1,1,61.0,0,0,32.3208,S,1
626,0,2,1,57.0,0,0,12.35,Q,3
627,1,1,0,21.0,0,0,77.9583,S,1
628,0,3,1,26.0,0,0,7.8958,S,1
629,0,3,1,28.0,0,0,7.7333,Q,3
630,1,1,1,80.0,0,0,30.0,S,1
631,0,3,1,51.0,0,0,7.0542,S,1
632,1,1,1,32.0,0,0,30.5,C,2
633,0,1,1,28.0,0,0,0.0,S,1
634,0,3,0,9.0,3,2,27.9,S,1
635,1,2,0,28.0,0,0,13.0,S,1
636,0,3,1,32.0,0,0,7.925,S,1
637,0,2,1,31.0,1,1,26.25,S,1
638,0,3,0,41.0,0,5,39.6875,S,1
639,0,3,1,28.0,1,0,16.1,S,1
640,0,3,1,20.0,0,0,7.8542,S,1
641,1,1,0,24.0,0,0,69.3,C,2
642,0,3,0,2.0,3,2,27.9,S,1
643,1,3,1,28.0,0,0,56.4958,S,1
644,1,3,0,0.75,2,1,19.2583,C,2
645,1,1,1,48.0,1,0,76.7292,C,2
646,0,3,1,19.0,0,0,7.8958,S,1
647,1,1,1,56.0,0,0,35.5,C,2
648,0,3,1,28.0,0,0,7.55,S,1
649,1,3,0,23.0,0,0,7.55,S,1
650,0,3,1,28.0,0,0,7.8958,S,1
651,1,2,0,18.0,0,1,23.0,S,1
652,0,3,1,21.0,0,0,8.4333,S,1
653,1,3,0,28.0,0,0,7.8292,Q,3
654,0,3,0,18.0,0,0,6.75,Q,3
655,0,2,1,24.0,2,0,73.5,S,1
656,0,3,1,28.0,0,0,7.8958,S,1
657,0,3,0,32.0,1,1,15.5,Q,3
658,0,2,1,23.0,0,0,13.0,S,1
659,0,1,1,58.0,0,2,113.275,C,2
660,1,1,1,50.0,2,0,133.65,S,1
661,0,3,1,40.0,0,0,7.225,C,2
662,0,1,1,47.0,0,0,25.5875,S,1
663,0,3,1,36.0,0,0,7.4958,S,1
664,1,3,1,20.0,1,0,7.925,S,1
665,0,2,1,32.0,2,0,73.5,S,1
666,0,2,1,25.0,0,0,13.0,S,1
667,0,3,1,28.0,0,0,7.775,S,1
668,0,3,1,43.0,0,0,8.05,S,1
669,1,1,0,28.0,1,0,52.0,S,1
670,1,2,0,40.0,1,1,39.0,S,1
671,0,1,1,31.0,1,0,52.0,S,1
672,0,2,1,70.0,0,0,10.5,S,1
673,1,2,1,31.0,0,0,13.0,S,1
674,0,2,1,28.0,0,0,0.0,S,1
675,0,3,1,18.0,0,0,7.775,S,1
676,0,3,1,24.5,0,0,8.05,S,1
677,1,3,0,18.0,0,0,9.8417,S,1
678,0,3,0,43.0,1,6,46.9,S,1
679,1,1,1,36.0,0,1,512.3292,C,2
680,0,3,0,28.0,0,0,8.1375,Q,3
681,1,1,1,27.0,0,0,76.7292,C,2
682,0,3,1,20.0,0,0,9.225,S,1
683,0,3,1,14.0,5,2,46.9,S,1
684,0,2,1,60.0,1,1,39.0,S,1
685,0,2,1,25.0,1,2,41.5792,C,2
686,0,3,1,14.0,4,1,39.6875,S,1
687,0,3,1,19.0,0,0,10.1708,S,1
688,0,3,1,18.0,0,0,7.7958,S,1
689,1,1,0,15.0,0,1,211.3375,S,1
690,1,1,1,31.0,1,0,57.0,S,1
691,1,3,0,4.0,0,1,13.4167,C,2
692,1,3,1,28.0,0,0,56.4958,S,1
693,0,3,1,25.0,0,0,7.225,C,2
694,0,1,1,60.0,0,0,26.55,S,1
695,0,2,1,52.0,0,0,13.5,S,1
696,0,3,1,44.0,0,0,8.05,S,1
697,1,3,0,28.0,0,0,7.7333,Q,3
698,0,1,1,49.0,1,1,110.8833,C,2
699,0,3,1,42.0,0,0,7.65,S,1
700,1,1,0,18.0,1,0,227.525,C,2
701,1,1,1,35.0,0,0,26.2875,S,1
702,0,3,0,18.0,0,1,14.4542,C,2
703,0,3,1,25.0,0,0,7.7417,Q,3
704,0,3,1,26.0,1,0,7.8542,S,1
705,0,2,1,39.0,0,0,26.0,S,1
706,1,2,0,45.0,0,0,13.5,S,1
707,1,1,1,42.0,0,0,26.2875,S,1
708,1,1,0,22.0,0,0,151.55,S,1
709,1,3,1,28.0,1,1,15.2458,C,2
710,1,1,0,24.0,0,0,49.5042,C,2
711,0,1,1,28.0,0,0,26.55,S,1
712,1,1,1,48.0,1,0,52.0,S,1
713,0,3,1,29.0,0,0,9.4833,S,1
714,0,2,1,52.0,0,0,13.0,S,1
715,0,3,1,19.0,0,0,7.65,S,1
716,1,1,0,38.0,0,0,227.525,C,2
717,1,2,0,27.0,0,0,10.5,S,1
718,0,3,1,28.0,0,0,15.5,Q,3
719,0,3,1,33.0,0,0,7.775,S,1
720,1,2,0,6.0,0,1,33.0,S,1
721,0,3,1,17.0,1,0,7.0542,S,1
722,0,2,1,34.0,0,0,13.0,S,1
723,0,2,1,50.0,0,0,13.0,S,1
724,1,1,1,27.0,1,0,53.1,S,1
725,0,3,1,20.0,0,0,8.6625,S,1
726,1,2,0,30.0,3,0,21.0,S,1
727,1,3,0,28.0,0,0,7.7375,Q,3
728,0,2,1,25.0,1,0,26.0,S,1
729,0,3,0,25.0,1,0,7.925,S,1
730,1,1,0,29.0,0,0,211.3375,S,1
731,0,3,1,11.0,0,0,18.7875,C,2
732,0,2,1,28.0,0,0,0.0,S,1
733,0,2,1,23.0,0,0,13.0,S,1
734,0,2,1,23.0,0,0,13.0,S,1
735,0,3,1,28.5,0,0,16.1,S,1
736,0,3,0,48.0,1,3,34.375,S,1
737,1,1,1,35.0,0,0,512.3292,C,2
738,0,3,1,28.0,0,0,7.8958,S,1
739,0,3,1,28.0,0,0,7.8958,S,1
740,1,1,1,28.0,0,0,30.0,S,1
741,0,1,1,36.0,1,0,78.85,S,1
742,1,1,0,21.0,2,2,262.375,C,2
743,0,3,1,24.0,1,0,16.1,S,1
744,1,3,1,31.0,0,0,7.925,S,1
745,0,1,1,70.0,1,1,71.0,S,1
746,0,3,1,16.0,1,1,20.25,S,1
747,1,2,0,30.0,0,0,13.0,S,1
748,0,1,1,19.0,1,0,53.1,S,1
749,0,3,1,31.0,0,0,7.75,Q,3
750,1,2,0,4.0,1,1,23.0,S,1
751,1,3,1,6.0,0,1,12.475,S,1
752,0,3,1,33.0,0,0,9.5,S,1
753,0,3,1,23.0,0,0,7.8958,S,1
754,1,2,0,48.0,1,2,65.0,S,1
755,1,2,1,0.67,1,1,14.5,S,1
756,0,3,1,28.0,0,0,7.7958,S,1
757,0,2,1,18.0,0,0,11.5,S,1
758,0,3,1,34.0,0,0,8.05,S,1
759,1,1,0,33.0,0,0,86.5,S,1
760,0,3,1,28.0,0,0,14.5,S,1
761,0,3,1,41.0,0,0,7.125,S,1
762,1,3,1,20.0,0,0,7.2292,C,2
763,1,1,0,36.0,1,2,120.0,S,1
764,0,3,1,16.0,0,0,7.775,S,1
765,1,1,0,51.0,1,0,77.9583,S,1
766,0,1,1,28.0,0,0,39.6,C,2
767,0,3,0,30.5,0,0,7.75,Q,3
768,0,3,1,28.0,1,0,24.15,Q,3
769,0,3,1,32.0,0,0,8.3625,S,1
770,0,3,1,24.0,0,0,9.5,S,1
771,0,3,1,48.0,0,0,7.8542,S,1
772,0,2,0,57.0,0,0,10.5,S,1
773,0,3,1,28.0,0,0,7.225,C,2
774,1,2,0,54.0,1,3,23.0,S,1
775,0,3,1,18.0,0,0,7.75,S,1
776,0,3,1,28.0,0,0,7.75,Q,3
777,1,3,0,5.0,0,0,12.475,S,1
778,0,3,1,28.0,0,0,7.7375,Q,3
779,1,1,0,43.0,0,1,211.3375,S,1
780,1,3,0,13.0,0,0,7.2292,C,2
781,1,1,0,17.0,1,0,57.0,S,1
782,0,1,1,29.0,0,0,30.0,S,1
783,0,3,1,28.0,1,2,23.45,S,1
784,0,3,1,25.0,0,0,7.05,S,1
785,0,3,1,25.0,0,0,7.25,S,1
786,1,3,0,18.0,0,0,7.4958,S,1
787,0,3,1,8.0,4,1,29.125,Q,3
788,1,3,1,1.0,1,2,20.575,S,1
789,0,1,1,46.0,0,0,79.2,C,2
790,0,3,1,28.0,0,0,7.75,Q,3
791,0,2,1,16.0,0,0,26.0,S,1
792,0,3,0,28.0,8,2,69.55,S,1
793,0,1,1,28.0,0,0,30.6958,C,2
794,0,3,1,25.0,0,0,7.8958,S,1
795,0,2,1,39.0,0,0,13.0,S,1
796,1,1,0,49.0,0,0,25.9292,S,1
797,1,3,0,31.0,0,0,8.6833,S,1
798,0,3,1,30.0,0,0,7.2292,C,2
799,0,3,0,30.0,1,1,24.15,S,1
800,0,2,1,34.0,0,0,13.0,S,1
801,1,2,0,31.0,1,1,26.25,S,1
802,1,1,1,11.0,1,2,120.0,S,1
803,1,3,1,0.42,0,1,8.5167,C,2
804,1,3,1,27.0,0,0,6.975,S,1
805,0,3,1,31.0,0,0,7.775,S,1
806,0,1,1,39.0,0,0,0.0,S,1
807,0,3,0,18.0,0,0,7.775,S,1
808,0,2,1,39.0,0,0,13.0,S,1
809,1,1,0,33.0,1,0,53.1,S,1
810,0,3,1,26.0,0,0,7.8875,S,1
811,0,3,1,39.0,0,0,24.15,S,1
812,0,2,1,35.0,0,0,10.5,S,1
813,0,3,0,6.0,4,2,31.275,S,1
814,0,3,1,30.5,0,0,8.05,S,1
815,0,1,1,28.0,0,0,0.0,S,1
816,0,3,0,23.0,0,0,7.925,S,1
817,0,2,1,31.0,1,1,37.0042,C,2
818,0,3,1,43.0,0,0,6.45,S,1
819,0,3,1,10.0,3,2,27.9,S,1
820,1,1,0,52.0,1,1,93.5,S,1
821,1,3,1,27.0,0,0,8.6625,S,1
822,0,1,1,38.0,0,0,0.0,S,1
823,1,3,0,27.0,0,1,12.475,S,1
824,0,3,1,2.0,4,1,39.6875,S,1
825,0,3,1,28.0,0,0,6.95,Q,3
826,0,3,1,28.0,0,0,56.4958,S,1
827,1,2,1,1.0,0,2,37.0042,C,2
828,1,3,1,28.0,0,0,7.75,Q,3
829,1,1,0,62.0,0,0,80.0,S,1
830,1,3,0,15.0,1,0,14.4542,C,2
831,1,2,1,0.83,1,1,18.75,S,1
832,0,3,1,28.0,0,0,7.2292,C,2
833,0,3,1,23.0,0,0,7.8542,S,1
834,0,3,1,18.0,0,0,8.3,S,1
835,1,1,0,39.0,1,1,83.1583,C,2
836,0,3,1,21.0,0,0,8.6625,S,1
837,0,3,1,28.0,0,0,8.05,S,1
838,1,3,1,32.0,0,0,56.4958,S,1
839,1,1,1,28.0,0,0,29.7,C,2
840,0,3,1,20.0,0,0,7.925,S,1
841,0,2,1,16.0,0,0,10.5,S,1
842,1,1,0,30.0,0,0,31.0,C,2
843,0,3,1,34.5,0,0,6.4375,C,2
844,0,3,1,17.0,0,0,8.6625,S,1
845,0,3,1,42.0,0,0,7.55,S,1
846,0,3,1,28.0,8,2,69.55,S,1
847,0,3,1,35.0,0,0,7.8958,C,2
848,0,2,1,28.0,0,1,33.0,S,1
849,1,1,0,28.0,1,0,89.1042,C,2
850,0,3,1,4.0,4,2,31.275,S,1
851,0,3,1,74.0,0,0,7.775,S,1
852,0,3,0,9.0,1,1,15.2458,C,2
853,1,1,0,16.0,0,1,39.4,S,1
854,0,2,0,44.0,1,0,26.0,S,1
855,1,3,0,18.0,0,1,9.35,S,1
856,1,1,0,45.0,1,1,164.8667,S,1
857,1,1,1,51.0,0,0,26.55,S,1
858,1,3,0,24.0,0,3,19.2583,C,2
859,0,3,1,28.0,0,0,7.2292,C,2
860,0,3,1,41.0,2,0,14.1083,S,1
861,0,2,1,21.0,1,0,11.5,S,1
862,1,1,0,48.0,0,0,25.9292,S,1
863,0,3,0,28.0,8,2,69.55,S,1
864,0,2,1,24.0,0,0,13.0,S,1
865,1,2,0,42.0,0,0,13.0,S,1
866,1,2,0,27.0,1,0,13.8583,C,2
867,0,1,1,31.0,0,0,50.4958,S,1
868,0,3,1,28.0,0,0,9.5,S,1
869,1,3,1,4.0,1,1,11.1333,S,1
870,0,3,1,26.0,0,0,7.8958,S,1
871,1,1,0,47.0,1,1,52.5542,S,1
872,0,1,1,33.0,0,0,5.0,S,1
873,0,3,1,47.0,0,0,9.0,S,1
874,1,2,0,28.0,1,0,24.0,C,2
875,1,3,0,15.0,0,0,7.225,C,2
876,0,3,1,20.0,0,0,9.8458,S,1
877,0,3,1,19.0,0,0,7.8958,S,1
878,0,3,1,28.0,0,0,7.8958,S,1
879,1,1,0,56.0,0,1,83.1583,C,2
880,1,2,0,25.0,0,1,26.0,S,1
881,0,3,1,33.0,0,0,7.8958,S,1
882,0,3,0,22.0,0,0,10.5167,S,1
883,0,2,1,28.0,0,0,10.5,S,1
884,0,3,1,25.0,0,0,7.05,S,1
885,0,3,0,39.0,0,5,29.125,Q,3
886,0,2,1,27.0,0,0,13.0,S,1
887,1,1,0,19.0,0,0,30.0,S,1
888,0,3,0,28.0,1,2,23.45,S,1
889,1,1,1,26.0,0,0,30.0,C,2
890,0,3,1,32.0,0,0,7.75,Q,3
